f1,accuracy,precision,recall,mean_iou
0.9521166682243347,0.9273300170898438,0.9371864199638367,0.967530369758606,0.9072239995002747
0.9701734781265259,0.9527053833007812,0.9687331914901733,0.9716179966926575,0.9361873865127563
0.9668087363243103,0.9478988647460938,0.9489547610282898,0.9853474497795105,0.9255896806716919
0.9672530293464661,0.950775146484375,0.951309859752655,0.9837397336959839,0.9237582087516785
0.9800055027008057,0.9718093872070312,0.9829041957855225,0.9771238565444946,0.9579778909683228
0.9840953946113586,0.9754714965820312,0.9872945547103882,0.9809169769287109,0.9635372161865234
0.9741185903549194,0.9613265991210938,0.9669842720031738,0.9813590049743652,0.9359017014503479
0.9823664426803589,0.9745254516601562,0.9839825630187988,0.980755627155304,0.9596858024597168
0.9795569777488708,0.9707717895507812,0.9750252366065979,0.9841310977935791,0.9550329446792603
0.9843289256095886,0.9743423461914062,0.9821458458900452,0.9865217208862305,0.9649257063865662
0.9647749066352844,0.9513626098632812,0.9598056077957153,0.9697959423065186,0.9239138960838318
0.9811059236526489,0.9692001342773438,0.9740896821022034,0.9882239699363708,0.9573945999145508
0.9740352034568787,0.9568252563476562,0.9749253988265991,0.9731466770172119,0.945549488067627
0.9673919677734375,0.950653076171875,0.9496867060661316,0.9857699275016785,0.935255229473114
0.9517011642456055,0.9238510131835938,0.9363900423049927,0.9675213694572449,0.9057818651199341
0.9778366684913635,0.963623046875,0.9658316373825073,0.9901438355445862,0.952264666557312
0.9709235429763794,0.9559249877929688,0.9867920279502869,0.9555573463439941,0.9411869049072266
0.9720036387443542,0.9548568725585938,0.9614272117614746,0.9828153848648071,0.9333057403564453
0.9826358556747437,0.971527099609375,0.9848445057868958,0.9804370999336243,0.9616913795471191
0.9830380082130432,0.974090576171875,0.9855386018753052,0.9805499911308289,0.9639124870300293
0.9577462077140808,0.9336776733398438,0.9646340012550354,0.9509560465812683,0.910430371761322
0.9836077690124512,0.9725570678710938,0.9747017025947571,0.9926780462265015,0.9629632234573364
0.964267373085022,0.9416046142578125,0.9505462646484375,0.9783903956413269,0.9314318895339966
0.9657378196716309,0.9543914794921875,0.9463208913803101,0.9859682321548462,0.9259872436523438
0.9792150259017944,0.9699935913085938,0.983879029750824,0.9745950102806091,0.951640248298645
0.9808362126350403,0.9693222045898438,0.9795710444450378,0.9821046590805054,0.9543945789337158
0.9821891784667969,0.9743881225585938,0.9845659732818604,0.9798238277435303,0.9602720737457275
0.97420334815979,0.9558944702148438,0.9644213914871216,0.9841858148574829,0.9458886981010437
0.9690506458282471,0.9585494995117188,0.9677441120147705,0.9703607559204102,0.9282318949699402
0.9336039423942566,0.9031600952148438,0.9479694366455078,0.9196673035621643,0.8707099556922913
0.9833847880363464,0.9735031127929688,0.9844821691513062,0.9822897911071777,0.96424400806427
0.9793594479560852,0.9671707153320312,0.9758720397949219,0.9828718304634094,0.9565386176109314
0.9837191104888916,0.9740142822265625,0.986331045627594,0.9811209440231323,0.9628548622131348
0.9775826334953308,0.9640045166015625,0.9685717225074768,0.9867628216743469,0.9495925903320312
0.9825137257575989,0.9760971069335938,0.9752362966537476,0.9899005889892578,0.9600375890731812
0.9644006490707397,0.942962646484375,0.9452970623970032,0.9842923879623413,0.9295535087585449
0.9584072232246399,0.9386367797851562,0.977571964263916,0.9399794936180115,0.9111846685409546
0.9590603113174438,0.940277099609375,0.9369890689849854,0.9821963906288147,0.9129629135131836
0.9655425548553467,0.9484176635742188,0.9668779373168945,0.9642108082771301,0.9224988222122192
0.9808853268623352,0.9705581665039062,0.9816779494285583,0.9800940155982971,0.956246018409729
0.8877983093261719,0.8124923706054688,0.8382733464241028,0.9435425400733948,0.7981886863708496
0.9821779727935791,0.9728164672851562,0.9832156896591187,0.9811424612998962,0.961901068687439
0.9687162041664124,0.9507675170898438,0.9761506915092468,0.9613941311836243,0.9311442375183105
0.9644532799720764,0.9415130615234375,0.9848760366439819,0.9448603391647339,0.9273459911346436
0.9737550616264343,0.9619827270507812,0.9693083763122559,0.9782426953315735,0.9426724314689636
0.953391432762146,0.9281768798828125,0.9756599068641663,0.9321167469024658,0.8954511880874634
0.9662532210350037,0.9497451782226562,0.9664760231971741,0.966030478477478,0.9238481521606445
0.946742057800293,0.928436279296875,0.9430155158042908,0.9504982233047485,0.8898307085037231
0.9490057826042175,0.9247894287109375,0.9197180271148682,0.9802201390266418,0.8923537731170654
0.9276633858680725,0.9032745361328125,0.9320988655090332,0.9232699871063232,0.8531490564346313
0.974150538444519,0.9623031616210938,0.9853731989860535,0.9631806015968323,0.942127525806427
0.9676371216773987,0.9481887817382812,0.9810978174209595,0.9545407295227051,0.9278911352157593
0.9693980813026428,0.9498214721679688,0.9676196575164795,0.9711830019950867,0.9359425902366638
0.9850384593009949,0.977203369140625,0.9838265776634216,0.9862533211708069,0.9672265648841858
0.978085458278656,0.9680252075195312,0.980305016040802,0.975875973701477,0.9472228288650513
0.9755631685256958,0.9629135131835938,0.9804872870445251,0.9706882834434509,0.9476048946380615
0.942766547203064,0.911865234375,0.9078452587127686,0.9804818630218506,0.8728883266448975
0.9787039756774902,0.9701156616210938,0.9758548736572266,0.9815697073936462,0.9528357982635498
0.9686681628227234,0.9568099975585938,0.9629495143890381,0.9744551777839661,0.9302928447723389
0.975456953048706,0.9649658203125,0.9661824703216553,0.9849112629890442,0.9474629163742065
0.9734182953834534,0.9610824584960938,0.9769361019134521,0.9699257612228394,0.9417737722396851
0.9595280289649963,0.9420623779296875,0.951224148273468,0.9679781794548035,0.9065147042274475
0.982668399810791,0.97381591796875,0.9843286871910095,0.9810137152671814,0.9615846872329712
0.9532121419906616,0.9366455078125,0.9743929505348206,0.9329326152801514,0.8991854190826416
0.9859587550163269,0.9765548706054688,0.9777075052261353,0.9943504333496094,0.969497799873352
0.9568618535995483,0.9433746337890625,0.9508600234985352,0.962939977645874,0.9076767563819885
0.963294267654419,0.9409561157226562,0.953548014163971,0.9732418656349182,0.922529935836792
0.9603190422058105,0.9430618286132812,0.9463260173797607,0.9747320413589478,0.9149622321128845
0.9804001450538635,0.970733642578125,0.9848282933235168,0.9760116934776306,0.9583079218864441
0.9063547849655151,0.8516845703125,0.8406773805618286,0.9831638336181641,0.8259508609771729
0.9741725921630859,0.962432861328125,0.9676756858825684,0.9807572364807129,0.946107029914856
0.9746339917182922,0.9654998779296875,0.9838727712631226,0.9655670523643494,0.9397810697555542
0.9833090901374817,0.9742889404296875,0.9857697486877441,0.9808606505393982,0.962539553642273
0.9733774065971375,0.9600677490234375,0.9737142324447632,0.9730408787727356,0.9437369704246521
0.9517412781715393,0.9321365356445312,0.9317781329154968,0.9725785851478577,0.8932223916053772
0.9680904746055603,0.9562454223632812,0.9695956707000732,0.9665899872779846,0.9343753457069397
0.975908637046814,0.9598312377929688,0.9663706421852112,0.9856367707252502,0.9471322894096375
0.9610710740089417,0.9411239624023438,0.937412679195404,0.9859545826911926,0.9200209379196167
0.9611460566520691,0.9494705200195312,0.9529337882995605,0.9695011377334595,0.9164983034133911
0.9718514084815979,0.9539108276367188,0.9799472093582153,0.9638882875442505,0.9429607391357422
0.9740880727767944,0.9618301391601562,0.9692537784576416,0.9789708256721497,0.9388321042060852
0.9712606072425842,0.9580078125,0.9902154803276062,0.9530177116394043,0.9354262351989746
0.970239520072937,0.9598236083984375,0.9795843958854675,0.961071252822876,0.9416077136993408
0.9751772880554199,0.9640274047851562,0.9768589735031128,0.9735013842582703,0.9496442079544067
0.9838693737983704,0.97283935546875,0.9882487058639526,0.9795286655426025,0.9632591009140015
0.9850202798843384,0.9737701416015625,0.9868003129959106,0.9832466244697571,0.9683483839035034
0.9657540321350098,0.9541091918945312,0.9597162008285522,0.9718682765960693,0.9200435876846313
0.973961591720581,0.9624176025390625,0.9715888500213623,0.9763458967208862,0.942622184753418
0.981447696685791,0.9725189208984375,0.9810940027236938,0.9818016886711121,0.9578918218612671
0.9602752923965454,0.9417877197265625,0.9621989727020264,0.9583593010902405,0.9225032329559326
0.9631068110466003,0.9421768188476562,0.9556405544281006,0.9706906676292419,0.9257789850234985
0.9627606868743896,0.9463119506835938,0.9617580771446228,0.9637654423713684,0.917769193649292
0.9729558229446411,0.9583282470703125,0.9766794443130493,0.9692605137825012,0.943124532699585
0.9673707485198975,0.9543075561523438,0.9846609234809875,0.9506772756576538,0.9305329918861389
0.9727093577384949,0.9594802856445312,0.9735848903656006,0.9718354940414429,0.9397397041320801
0.959290623664856,0.9356231689453125,0.9310457706451416,0.9893027544021606,0.915092945098877
0.9494496583938599,0.9399795532226562,0.9398654103279114,0.9592313766479492,0.8929829001426697
0.9432358741760254,0.9044036865234375,0.9020283818244934,0.9883885383605957,0.8952244520187378
0.9598747491836548,0.9458465576171875,0.947300910949707,0.9727868437767029,0.9148381352424622
0.9367552995681763,0.9166183471679688,0.8968994617462158,0.9803180694580078,0.8521590232849121
0.9807404279708862,0.9683990478515625,0.9828243255615234,0.9786653518676758,0.9559496641159058
0.9783931374549866,0.9666976928710938,0.9785335659980774,0.9782527089118958,0.9513121843338013
0.9667668342590332,0.9509658813476562,0.976241946220398,0.9574738144874573,0.9326990246772766
0.9847103953361511,0.9760055541992188,0.9829851984977722,0.9864416122436523,0.9672220945358276
0.96217280626297,0.9505157470703125,0.9536961913108826,0.9708014726638794,0.909819483757019
0.9677163362503052,0.9546966552734375,0.9790756702423096,0.956617534160614,0.9318320751190186
0.981227695941925,0.9678878784179688,0.9920815229415894,0.9706087112426758,0.9563456773757935
0.9615515470504761,0.94305419921875,0.9660201072692871,0.9571241140365601,0.909201979637146
0.9793341159820557,0.9720840454101562,0.9794723987579346,0.9791958332061768,0.9560757875442505
0.9500337243080139,0.92657470703125,0.9808216094970703,0.9211199283599854,0.9008558988571167
0.967448353767395,0.9510955810546875,0.9701284170150757,0.9647830724716187,0.9346760511398315
0.9718091487884521,0.9599533081054688,0.9743576049804688,0.9692739248275757,0.9392114877700806
0.9597816467285156,0.9391860961914062,0.9494295120239258,0.9703620076179504,0.9112119674682617
0.9726236462593079,0.959442138671875,0.9749734401702881,0.9702851176261902,0.9377816915512085
0.9790363907814026,0.9685134887695312,0.9647319316864014,0.9937714338302612,0.9529454112052917
0.9801301956176758,0.9677276611328125,0.9701230525970459,0.9903460144996643,0.9565742015838623
0.9592538475990295,0.9353408813476562,0.9765552282333374,0.942554771900177,0.921093225479126
0.9771519303321838,0.965362548828125,0.9880214333534241,0.9665189981460571,0.9485715627670288
0.9679567217826843,0.9576339721679688,0.9440048336982727,0.9931557178497314,0.9355534315109253
0.983050525188446,0.971588134765625,0.9788537621498108,0.98728346824646,0.9618663787841797
0.9720710515975952,0.9604110717773438,0.9805735349655151,0.9637147784233093,0.9437721967697144
0.9699667096138,0.9541778564453125,0.9608662724494934,0.979241132736206,0.9389438033103943
0.9757137894630432,0.9608993530273438,0.9664035439491272,0.9852051734924316,0.9501409530639648
0.9825127720832825,0.9715576171875,0.9774509072303772,0.9876273274421692,0.961150586605072
0.9714015126228333,0.9557418823242188,0.9744231104850769,0.9683985710144043,0.9406103491783142
0.9793989658355713,0.9676361083984375,0.9732168912887573,0.9856600761413574,0.956620454788208
0.9848249554634094,0.9745864868164062,0.9866003394126892,0.9830559492111206,0.9651802778244019
0.9755076169967651,0.9592132568359375,0.9667205214500427,0.9844558835029602,0.9492239952087402
0.9590157270431519,0.9368209838867188,0.9818697571754456,0.9372013211250305,0.925376832485199
0.9694892168045044,0.9543609619140625,0.9560117721557617,0.9833521246910095,0.9339777231216431
0.9709149599075317,0.9517593383789062,0.9687626361846924,0.9730768799781799,0.9375988245010376
0.9666879177093506,0.94818115234375,0.9686262011528015,0.9647573828697205,0.928777813911438
0.9798203110694885,0.968841552734375,0.9722396731376648,0.987520158290863,0.9569066762924194
0.9758902788162231,0.9623870849609375,0.9676374197006226,0.9842851161956787,0.948502779006958
0.9613805413246155,0.9423751831054688,0.9734607934951782,0.9495964646339417,0.9176620244979858
0.9804211258888245,0.972930908203125,0.9807025790214539,0.9801399111747742,0.9560011625289917
0.9656011462211609,0.9495315551757812,0.9676289558410645,0.9635818004608154,0.9250115156173706
0.9751978516578674,0.9643707275390625,0.9631766676902771,0.9875228404998779,0.9443373680114746
0.9443901181221008,0.9249191284179688,0.9196077585220337,0.9705451726913452,0.8850442171096802
0.9721434116363525,0.9584274291992188,0.971969485282898,0.9723173975944519,0.9412224888801575
0.9703465104103088,0.952545166015625,0.977626621723175,0.9631739854812622,0.9348654747009277
0.9719679355621338,0.954071044921875,0.9552956223487854,0.9892325401306152,0.9408736228942871
0.9720731973648071,0.9601669311523438,0.9796345233917236,0.9646276831626892,0.9391628503799438
0.9622306227684021,0.9411849975585938,0.9618111848831177,0.9626503586769104,0.9232543706893921
0.8826784491539001,0.8319473266601562,0.8033681511878967,0.9793633818626404,0.7876943349838257
0.9862643480300903,0.97650146484375,0.9828454852104187,0.9897070527076721,0.9695745706558228
0.9751344323158264,0.9633407592773438,0.9666256308555603,0.9837943315505981,0.943122386932373
0.9572716951370239,0.9388046264648438,0.9535483717918396,0.9610242247581482,0.9048179388046265
0.9737070798873901,0.95941162109375,0.9727936387062073,0.9746223092079163,0.9420276880264282
0.975390613079071,0.9599609375,0.9727267622947693,0.9780691266059875,0.9462754130363464
0.9758459329605103,0.9635009765625,0.9765164852142334,0.9751763343811035,0.9500341415405273
0.9648492932319641,0.9519577026367188,0.9727609157562256,0.9570653438568115,0.9256393909454346
0.9786294102668762,0.9690017700195312,0.9885554313659668,0.9689006805419922,0.9527004957199097
0.9581953287124634,0.93682861328125,0.9822476506233215,0.9352927803993225,0.9168102741241455
0.9662981629371643,0.9531784057617188,0.9752474427223206,0.9575116634368896,0.9244168400764465
0.976762056350708,0.9653396606445312,0.9690935015678406,0.9845528602600098,0.948016881942749
0.9727450013160706,0.9574050903320312,0.9590135812759399,0.9868753552436829,0.94504314661026
0.9657033681869507,0.9481353759765625,0.9496249556541443,0.9823356866836548,0.92268967628479
0.9726909399032593,0.957550048828125,0.9673165082931519,0.9781254529953003,0.9409715533256531
0.9455510377883911,0.9287567138671875,0.9316014647483826,0.9599246978759766,0.8754178285598755
0.9770368933677673,0.9642562866210938,0.9864799380302429,0.9677729606628418,0.9518920183181763
0.9510725140571594,0.9322357177734375,0.967292308807373,0.9353877305984497,0.9003283977508545
0.9532645344734192,0.9292449951171875,0.9551995992660522,0.9513372778892517,0.9045474529266357
0.9772379994392395,0.9649658203125,0.9864502549171448,0.9681962728500366,0.9527517557144165
0.9460020661354065,0.92620849609375,0.9238041043281555,0.9692930579185486,0.8812720775604248
0.9740651249885559,0.9622573852539062,0.9821126461029053,0.9661483764648438,0.9427937865257263
0.9832552671432495,0.9732894897460938,0.9781419038772583,0.9884223937988281,0.961344838142395
0.9658878445625305,0.9462890625,0.9535513520240784,0.9785477519035339,0.9272201657295227
0.9790520071983337,0.9666366577148438,0.9917604923248291,0.9666650891304016,0.9536350965499878
0.9550907015800476,0.9347305297851562,0.955195963382721,0.9549853801727295,0.9025586843490601
0.977195143699646,0.966552734375,0.9817094802856445,0.9727221727371216,0.9445693492889404
0.9811699986457825,0.9703903198242188,0.9870557188987732,0.975354015827179,0.9582552909851074
0.9731048345565796,0.9593734741210938,0.9738672375679016,0.9723436236381531,0.9416099786758423
0.9738979935646057,0.9615631103515625,0.9619368314743042,0.9861603379249573,0.9466617107391357
0.9752135872840881,0.9602279663085938,0.9725362062454224,0.9779057502746582,0.9462271928787231
0.9732226729393005,0.9547576904296875,0.9893866181373596,0.9575784206390381,0.943002462387085
0.9811487197875977,0.9713058471679688,0.9890158772468567,0.9734057188034058,0.9582210779190063
0.9342352747917175,0.9125518798828125,0.9465967416763306,0.9221925139427185,0.8690067529678345
0.9312995076179504,0.9017257690429688,0.9119367599487305,0.9515023231506348,0.860944926738739
0.963171124458313,0.943511962890625,0.9764601588249207,0.9502390027046204,0.9242175221443176
0.9533389806747437,0.935272216796875,0.9520508646965027,0.9546305537223816,0.9043511748313904
0.9765200614929199,0.9656829833984375,0.9842991828918457,0.9688629508018494,0.9502271413803101
0.9706235527992249,0.9550399780273438,0.9532645344734192,0.9886265397071838,0.9308196306228638
0.9605797529220581,0.9437637329101562,0.953760027885437,0.9674976468086243,0.9182279109954834
0.9811769723892212,0.9719924926757812,0.9857614040374756,0.9766349792480469,0.95729660987854
0.9759241938591003,0.9629287719726562,0.9738252758979797,0.9780322313308716,0.948410153388977
0.9826722145080566,0.9715576171875,0.9795489311218262,0.9858155250549316,0.9607181549072266
0.9332718253135681,0.8996200561523438,0.9307369589805603,0.9358205199241638,0.873308539390564
0.9649869203567505,0.95025634765625,0.9569292664527893,0.973181426525116,0.9227626919746399
0.9650411605834961,0.9522476196289062,0.9560328722000122,0.9742207527160645,0.9269590377807617
0.9816372990608215,0.9700088500976562,0.9736822843551636,0.9897233247756958,0.958066999912262
0.9567248225212097,0.930877685546875,0.9394928812980652,0.9746007919311523,0.9051920175552368
0.9883952736854553,0.9810028076171875,0.9866846799850464,0.9901118874549866,0.9742413759231567
0.9705196619033813,0.9570846557617188,0.9709827303886414,0.9700570106506348,0.9349877834320068
0.9543296694755554,0.9332809448242188,0.9300867319107056,0.9798702597618103,0.9008966088294983
0.9756757616996765,0.9596786499023438,0.9739230871200562,0.9774347543716431,0.947883129119873
0.9132848978042603,0.8828659057617188,0.9043512344360352,0.9223967790603638,0.8366851806640625
0.9780607223510742,0.9685516357421875,0.9838523268699646,0.9723368883132935,0.9532202482223511
0.968408465385437,0.9482803344726562,0.9773033261299133,0.9596741199493408,0.9332520961761475
0.9679259657859802,0.9484405517578125,0.9741304516792297,0.9618000388145447,0.9352427124977112
0.9387730360031128,0.9072113037109375,0.9771633744239807,0.9032852053642273,0.8781364560127258
0.9822150468826294,0.97186279296875,0.9925538301467896,0.972089409828186,0.9596073627471924
0.95548415184021,0.9342803955078125,0.9432778358459473,0.9680104851722717,0.8998361229896545
0.9823921918869019,0.971405029296875,0.9908549189567566,0.9740728139877319,0.9596691131591797
0.9658606648445129,0.9483718872070312,0.9750048518180847,0.9568864107131958,0.9233537912368774
0.9614582061767578,0.9480056762695312,0.9582769870758057,0.96466064453125,0.910104513168335
0.9602978825569153,0.937530517578125,0.9807463884353638,0.9406847357749939,0.9189462661743164
0.9808050990104675,0.971405029296875,0.9830706715583801,0.9785498976707458,0.9579857587814331
0.9731671810150146,0.9592056274414062,0.9875741004943848,0.9591745734214783,0.9440594911575317
0.974788248538971,0.963165283203125,0.9762258529663086,0.9733548760414124,0.9473303556442261
0.9756373167037964,0.964111328125,0.9663780331611633,0.9850757122039795,0.9453614354133606
0.9699289798736572,0.9546890258789062,0.9745029807090759,0.9653976559638977,0.9331055879592896
0.9742631316184998,0.9595413208007812,0.9569993019104004,0.9921613335609436,0.9436897039413452
0.9851388931274414,0.975250244140625,0.9780951738357544,0.9922848343849182,0.9656355381011963
0.9853764772415161,0.976287841796875,0.9818009734153748,0.9889780879020691,0.9676710963249207
0.9823572039604187,0.9708251953125,0.9803038835525513,0.9844192266464233,0.9611350297927856
0.9832572937011719,0.9760665893554688,0.9808021783828735,0.985724687576294,0.9626609086990356
0.9726645350456238,0.9584808349609375,0.9587372541427612,0.9870023727416992,0.9362307786941528
0.9503988027572632,0.9255599975585938,0.969426691532135,0.9321035146713257,0.8999122381210327
0.9803159236907959,0.9696273803710938,0.9837549328804016,0.9769009351730347,0.9578031897544861
0.957556426525116,0.9494094848632812,0.942374050617218,0.9732360243797302,0.8999099731445312
0.9696400761604309,0.9541091918945312,0.9601271748542786,0.9793434143066406,0.9356465935707092
0.9688442945480347,0.9533538818359375,0.9615435004234314,0.9762567281723022,0.9315904378890991
0.9623172879219055,0.9411239624023438,0.9481361508369446,0.9769291281700134,0.9186879396438599
0.982094943523407,0.9733810424804688,0.9783344268798828,0.985884428024292,0.9614239931106567
0.9816112518310547,0.968048095703125,0.9840741753578186,0.9791606664657593,0.9582676887512207
